"Model","Intercept_CO2","TIME_CO2","TIME_CO2_pvalue","TIME_CO2_r2","Date","TimeLog","JarID","Time","T.Air","A.Pressure","Volume","Label","STAGE_1","STAGE_2","STAGE_3","one_hour","two_min","four_hour","eight_hour","PRE_WET","twenty_four_hour","finalC02_flux","finalC02_flux_byarea","Original dried down (14%) soil wt (g)","dry_soil","finalC02flux_gSoil","finalC02flux_gSoil_hr"
"23-July-2024 (Day 8)/TG10-01136-2024-07-23T133700_09",640.488177486588,1.0742548006287,5.78411566307418e-119,0.992577459565486,2024-07-23,"133700",9,13H 37M 0S,31.79,767.8,160,"25-50",NA,"25-50",NA,NA,NA,NA,NA,NA,NA,0.00750409371967233,0.000269834366043593,"72.528",61.917,0.000121196015951553,0.436305657425592
"23-July-2024 (Day 8)/TG10-01136-2024-07-23T134100_10",668.800609884972,1.39159315777821,3.81500402554868e-120,0.989318572903911,2024-07-23,"134100",10,13H 41M 0S,31.79,767.8,160,"25-50",NA,"25-50",NA,NA,NA,NA,NA,NA,NA,0.00972082737681135,0.000349544314160782,"72.996",62.317,0.000155989976680703,0.56156391605053
"23-July-2024 (Day 8)/TG10-01136-2024-07-23T134500_11",580.046844006199,1.06406898067219,1.46424104241822e-112,0.98571046039961,2024-07-23,"134500",11,13H 45M 0S,31.79,767.8,160,"25-50",NA,"25-50",NA,NA,NA,NA,NA,NA,NA,0.00743294174760707,0.000267275862912876,"72.345",61.761,0.000120350087395072,0.433260314622261
"23-July-2024 (Day 8)/TG10-01136-2024-07-23T134900_12",642.198648831376,2.14867469871556,5.22420006883103e-104,0.980160155618956,2024-07-23,"134900",12,13H 49M 0S,31.79,767.8,160,"25-50",NA,"25-50",NA,NA,NA,NA,NA,NA,NA,0.015009340710243,0.000539710201734735,"72.647",62.019,0.000242011975527548,0.871243111899172
"23-July-2024 (Day 8)/TG10-01136-2024-07-23T140400_13",583.499728687038,0.282659085126279,3.73663828779659e-87,0.962122626134895,2024-07-23,"140400",13,14H 4M 0S,31.79,767.8,160,"25-20",NA,"25-20",NA,NA,NA,NA,NA,NA,NA,0.00197448525644296,7.09991102640404e-05,"71.429",60.979,3.23797578911258e-05,0.116567128408053
"23-July-2024 (Day 8)/TG10-01136-2024-07-23T140800_14",575.347068263604,0.532502344516738,1.39735768356247e-78,0.947373395423125,2024-07-23,"140800",14,14H 8M 0S,31.79,767.8,160,"25-20",NA,"25-20",NA,NA,NA,NA,NA,NA,NA,0.0037197390198864,0.000133755448395771,"72.378",61.789,6.02006671071938e-05,0.216722401585898
"23-July-2024 (Day 8)/TG10-01136-2024-07-23T141200_15",599.720252946755,0.434668202140631,1.24062814211668e-81,0.953187049831854,2024-07-23,"141200",15,14H 12M 0S,31.79,767.8,160,"25-20",NA,"25-20",NA,NA,NA,NA,NA,NA,NA,0.00303632892672748,0.00010918119118042,"72.034",61.495,4.93752163058376e-05,0.177750778701015
"23-July-2024 (Day 8)/TG10-01136-2024-07-23T141600_16",584.36309107101,0.268241516616493,5.09328516144782e-99,0.975974487031341,2024-07-23,"141600",16,14H 16M 0S,31.79,767.8,160,"25-20",NA,"25-20",NA,NA,NA,NA,NA,NA,NA,0.0018737728507419,6.73776645358469e-05,"72.361",61.775,3.03322193564047e-05,0.109195989683057
"23-July-2024 (Day 8)/TG10-01136-2024-07-23T142000_17",566.201722815007,0.699986765624328,1.81664620114706e-75,0.940696602239326,2024-07-23,"142000",17,14H 20M 0S,31.79,767.8,160,"25-20",NA,"25-20",NA,NA,NA,NA,NA,NA,NA,0.00488968379634063,0.00017582466006259,"72.218",61.653,7.93097464250016e-05,0.285515087130006
"23-July-2024 (Day 8)/TG10-01136-2024-07-23T142400_18",608.412103855978,0.550218547291827,7.76018537109654e-83,0.955299635885074,2024-07-23,"142400",18,14H 24M 0S,31.79,767.8,160,"25-20",NA,"25-20",NA,NA,NA,NA,NA,NA,NA,0.00384349368768326,0.000138205454429459,"72.434",61.837,6.21552418080317e-05,0.223758870508914
"23-July-2024 (Day 8)/TG10-01136-2024-07-23T145800_19",722.012017936627,1.19070859259602,6.57563940636299e-148,0.996319316883116,2024-07-23,"145800",19,14H 58M 0S,31.79,767.8,160,"35-90",NA,"35-90",NA,NA,NA,NA,NA,NA,NA,0.00831756941316943,0.000299085559624934,"73.178",62.472,0.000133140757670147,0.479306727612529
"23-July-2024 (Day 8)/TG10-01136-2024-07-23T150700_20",588.104616417896,1.68324737212553,1.91617524990226e-120,0.989440450520784,2024-07-23,"150700",20,15H 7M 0S,31.79,767.8,160,"35-90",NA,"35-90",NA,NA,NA,NA,NA,NA,NA,0.0117581471606455,0.000422802846481321,"73.160",62.457,0.000188259877365956,0.677735558517443
"23-July-2024 (Day 8)/TG10-01136-2024-07-23T151100_21",700.568862088223,2.06619514838692,1.02066006718467e-137,0.994557841545739,2024-07-23,"151100",21,15H 11M 0S,31.79,767.8,160,"35-90",NA,"35-90",NA,NA,NA,NA,NA,NA,NA,0.0144331885019771,0.000518992754475982,"73.335",62.606,0.000230540020157446,0.829944072566805
"23-July-2024 (Day 8)/TG10-01136-2024-07-23T151700_21",715.07179556607,1.60153105369423,2.93749362484589e-129,0.992470803432248,2024-07-23,"151700",21,15H 17M 0S,31.79,767.8,160,"35-90",NA,"35-90",NA,NA,NA,NA,NA,NA,NA,0.0111873264283796,0.000402277109974095,"73.335",62.606,0.000178694157562847,0.643298967226249
"23-July-2024 (Day 8)/TG10-01136-2024-07-23T152200_23",697.374631330938,1.7865406465513,1.0380735104817e-137,0.994556306976327,2024-07-23,"152200",23,15H 22M 0S,31.79,767.8,160,"35-90",NA,"35-90",NA,NA,NA,NA,NA,NA,NA,0.0124796914455295,0.000448748343960068,"73.203",62.493,0.000199697429240547,0.718910745265969
"23-July-2024 (Day 8)/TG10-01136-2024-07-23T152700_24",700.687124353565,1.18969257255775,8.66229503465445e-154,0.997062850848985,2024-07-23,"152700",24,15H 27M 0S,31.79,767.8,160,"35-90",NA,"35-90",NA,NA,NA,NA,NA,NA,NA,0.00831047211224627,0.000298830352831581,"72.877",62.215,0.000133576663380957,0.480875988171447
"23-July-2024 (Day 8)/TG10-01136-2024-07-23T153100_25",886.100396238198,2.40642371811606,1.23290927010174e-95,0.972643572012597,2024-07-23,"153100",25,15H 31M 0S,31.79,767.8,160,"35-50",NA,"35-50",NA,NA,NA,NA,NA,NA,NA,0.0168098193272369,0.00060445233107648,"72.928",62.259,0.000269998222381293,0.971993600572654
"23-July-2024 (Day 8)/TG10-01136-2024-07-23T153600_26",729.154835702083,1.59738779859957,1.9199840167466e-107,0.982609912192368,2024-07-23,"153600",26,15H 36M 0S,31.79,767.8,160,"35-50",NA,"35-50",NA,NA,NA,NA,NA,NA,NA,0.0111583841564748,0.000401236395414412,"72.772",62.125,0.000179611817408045,0.646602542668961
"23-July-2024 (Day 8)/TG10-01136-2024-07-23T154300_27",875.161311650547,3.32927819285509,1.60524015235507e-99,0.9764323269316,2024-07-23,"154300",27,15H 43M 0S,31.79,767.8,160,"35-50",NA,"35-50",NA,NA,NA,NA,NA,NA,NA,0.0232563220228802,0.000836257534084149,"72.610",61.987,0.000375180635018313,1.35065028606593
"23-July-2024 (Day 8)/TG10-01136-2024-07-23T154800_28",721.091660677879,3.82765870841746,1.80456179918409e-97,0.974502934716544,2024-07-23,"154800",28,15H 48M 0S,31.79,767.8,160,"35-50",NA,"35-50",NA,NA,NA,NA,NA,NA,NA,0.0267377066018924,0.00096144216475701,"72.627",62.002,0.000431239421339512,1.55246191682224
"23-July-2024 (Day 8)/TG10-01136-2024-07-23T155300_29",848.639626291633,2.77258610274898,5.36647408002677e-104,0.980151270355839,2024-07-23,"155300",29,15H 53M 0S,31.79,767.8,160,"35-50",NA,"35-50",NA,NA,NA,NA,NA,NA,NA,0.0193676080839602,0.000696426036819857,"72.817",62.164,0.00031155665793643,1.12160396857115
"23-July-2024 (Day 8)/TG10-01136-2024-07-23T155800_30",746.050519987047,2.52226167053839,1.32737233793284e-99,0.976506853383266,2024-07-23,"155800",30,15H 58M 0S,31.79,767.8,160,"35-50",NA,"35-50",NA,NA,NA,NA,NA,NA,NA,0.0176189931384811,0.000633548836335172,"73.503",62.75,0.00028078076714711,1.01081076172959
"23-July-2024 (Day 8)/TG10-01136-2024-07-23T160300_31",740.539537566791,1.22290088592662,3.14015703111052e-66,0.915482949797537,2024-07-23,"160300",31,16H 3M 0S,31.79,767.8,160,"35-20",NA,"35-20",NA,NA,NA,NA,NA,NA,NA,0.00854244528625154,0.000307171711120156,"71.340",60.903,0.00014026312802738,0.504947260898569
"23-July-2024 (Day 8)/TG10-01136-2024-07-23T160700_32",780.958653001609,0.854020580197674,1.93681050261919e-72,0.933393674433605,2024-07-23,"160700",32,16H 7M 0S,31.79,767.8,160,"35-20",NA,"35-20",NA,NA,NA,NA,NA,NA,NA,0.00596567077808886,0.000214515310251307,"72.029",61.491,9.70169744855159e-05,0.349261108147857
"23-July-2024 (Day 8)/TG10-01136-2024-07-23T161100_33",732.251985460361,0.662345432075104,6.8857104221784e-76,0.941647274949829,2024-07-23,"161100",33,16H 11M 0S,31.79,767.8,160,"35-20",NA,"35-20",NA,NA,NA,NA,NA,NA,NA,0.00462674422695587,0.000166369803198701,"73.469",62.72,7.37682434144749e-05,0.26556567629211
"23-July-2024 (Day 8)/TG10-01136-2024-07-23T161500_34",717.546817127695,0.509992693831557,4.95029485461876e-77,0.944151014200731,2024-07-23,"161500",34,16H 15M 0S,31.79,767.8,160,"35-20",NA,"35-20",NA,NA,NA,NA,NA,NA,NA,0.00356250022678086,0.000128101410527899,"70.889",60.518,5.8866787183662e-05,0.211920433861183
"23-July-2024 (Day 8)/TG10-01136-2024-07-23T162000_35",874.949122298188,0.964763608606144,1.5451435718509e-65,0.913210113584894,2024-07-23,"162000",35,16H 20M 0S,31.79,767.8,160,"35-20",NA,"35-20",NA,NA,NA,NA,NA,NA,NA,0.0067392545344669,0.000242332058053467,"71.223",60.803,0.000110837533254394,0.399015119715818
"23-July-2024 (Day 8)/TG10-01136-2024-07-23T162500_36",735.291470628278,0.954140195161604,2.17218781829345e-66,0.916000099462709,2024-07-23,"162500",36,16H 25M 0S,31.79,767.8,160,"35-20",NA,"35-20",NA,NA,NA,NA,NA,NA,NA,0.00666504579919851,0.000239663638949964,"68.100",58.137,0.000114643786215293,0.412717630375056
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T140900_01",603.22259409955,0.45762943087228,7.56645322733548e-135,0.993924214478786,2024-07-25,"140900",1,14H 9M 0S,31.41,767.3,160,"25-90-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,0.0031986263872279,0.000115017130069324,"74.469",63.574,5.031343610954e-05,0.181128369994344
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T141200_02",597.851979965038,0.580865303465391,5.13018771165014e-152,0.996856112954448,2024-07-25,"141200",2,14H 12M 0S,31.41,767.3,160,"25-90-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,0.00405999038031293,0.000145990304937538,"73.443",62.698,6.47547031853159e-05,0.233116931467137
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T141500_03",663.059539962527,0.686672355851048,6.2457476208208e-149,0.996460925466718,2024-07-25,"141500",3,14H 15M 0S,31.41,767.3,160,"25-90-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,0.00479953466414642,0.000172583051569451,"73.713",62.929,7.62690439089517e-05,0.274568558072226
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T141800_07",672.158403564194,1.55725519709472,1.57358941850672e-116,0.987728994110549,2024-07-25,"141800",7,14H 18M 0S,31.41,767.3,160,"25-50-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,0.0108845219058149,0.000391388777627289,"73.378",62.643,0.000173754799511756,0.62551727824232
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T142100_09",587.80681327469,1.62854618152739,2.93410434799155e-118,0.988516893185206,2024-07-25,"142100",9,14H 21M 0S,31.41,767.3,160,"25-50-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,0.0113828142108862,0.000409306516033303,"72.528",61.917,0.000183839885829193,0.661823588985096
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T143500_08",683.100135317774,2.00960071839033,4.73139392664735e-112,0.985428413902447,2024-07-25,"143500",8,14H 35M 0S,31.41,767.3,160,"25-50-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,0.0140462161128562,0.00050507788971076,"73.755",62.965,0.000223079744506571,0.803087080223655
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T144500_10",666.666459981298,2.79725687245762,3.74775462528188e-113,0.986031319923818,2024-07-25,"144500",10,14H 45M 0S,31.41,767.3,160,"25-20-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,0.0195515826572672,0.000703041447582424,"72.996",62.317,0.000313743964845343,1.12947827344323
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T144900_11",757.520119975151,2.29276819520126,1.50229201960437e-109,0.983960249519641,2024-07-25,"144900",11,14H 49M 0S,31.41,767.3,160,"25-20-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,0.0160254309583825,0.000576247067903004,"72.345",61.761,0.000259474926869425,0.93410973672993
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T145200_34",677.552389744928,0.8674211637659,2.51211165208373e-73,0.93562165368707,2024-07-25,"145200",34,14H 52M 0S,31.41,767.3,160,"35-20-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,0.00606288852089998,0.000218011093883495,"70.889",60.518,0.000100183226823424,0.360659616564327
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T150300_13",667.907600407568,0.574039628367645,1.33762599434972e-75,0.946497222418335,2024-07-25,"150300",13,15H 3M 0S,31.41,767.3,160,"25-20-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,0.0040122819441735,0.000144274791232417,"71.429",60.979,6.5797765528682e-05,0.236871955903255
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T150600_14",642.056169740368,0.333152441502738,2.13809991231171e-101,0.978068712410491,2024-07-25,"150600",14,15H 6M 0S,31.41,767.3,160,"25-20-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,0.0023285875393304,8.37320222700612e-05,"72.378",61.789,3.76861179065918e-05,0.135670024463731
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T150900_15",656.104506028994,0.44747866142799,1.41777226278632e-87,0.962729301952353,2024-07-25,"150900",15,15H 9M 0S,31.41,767.3,160,"25-20-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,0.00312767701901684,0.000112465912226424,"72.034",61.495,5.08606719085591e-05,0.183098418870813
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T151200_22",683.243792787018,0.999570558553437,3.21512717838908e-131,0.993016535239448,2024-07-25,"151200",22,15H 12M 0S,31.41,767.3,160,"35-90-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,0.00698655407365501,0.000251224526201187,"67.020",57.215,0.000122110531742638,0.439597914273495
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T151600_06",589.852271954028,0.693157272628139,1.22449712821234e-141,0.995318067158306,2024-07-25,"151600",6,15H 16M 0S,31.41,767.3,160,"25-90-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,0.00484486135103071,0.000174212921647994,"74.342",63.466,7.63379029879102e-05,0.274816450756477
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T151900_05",584.567357100135,0.54391045565245,5.71357513349279e-171,0.998480902521553,2024-07-25,"151900",5,15H 19M 0S,31.41,767.3,160,"25-90-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,0.0038016924139318,0.000136702352173024,"73.879",63.071,6.02763934919662e-05,0.216995016571078
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T152500_04",609.051810211452,0.510909275959038,1.02243126150954e-111,0.985240094960501,2024-07-25,"152500",4,15H 25M 0S,31.41,767.3,160,"25-90-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,0.00357102883100665,0.000128408084538175,"73.815",63.016,5.66686052908254e-05,0.204006979046972
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T152900_30",649.122572795675,1.53753755026915,5.77935389440305e-109,0.983596052426628,2024-07-25,"152900",30,15H 29M 0S,31.41,767.3,160,"35-50-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,0.0107467043154775,0.000386433092969345,"73.503",62.75,0.000171262220166972,0.616543992601099
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T153200_36",746.488234778815,0.775297005164877,2.34030850078585e-80,0.950839333244791,2024-07-25,"153200",36,15H 32M 0S,31.41,767.3,160,"35-20-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,0.00541898158501797,0.000194857302589643,"68.100",58.137,9.32105472421688e-05,0.335557970071808
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T153500_28",747.577907309804,2.26784995092872,9.91419475621373e-105,0.980702064269076,2024-07-25,"153500",28,15H 35M 0S,31.41,767.3,160,"35-50-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,0.0158512635026278,0.00056998430430161,"72.627",62.002,0.000255657293355501,0.920366256079803
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T153800_12",813.719622977255,2.6048658520063,1.6970683820958e-104,0.980528432079912,2024-07-25,"153800",12,15H 38M 0S,31.41,767.3,160,"25-20-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,0.0182068549077684,0.000654687339365999,"72.647",62.019,0.000293568985436212,1.05684834757036
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T154100_16",757.14682210752,0.852588637272364,1.31614480617851e-79,0.94940438233188,2024-07-25,"154100",16,15H 41M 0S,31.41,767.3,160,"25-20-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,0.00595921575111975,0.000214283198530016,"72.361",61.775,9.64664629885835e-05,0.347279266758901
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T154400_17",730.520895436867,1.02325333998632,3.19598466246024e-73,0.935362939790296,2024-07-25,"154400",17,15H 44M 0S,31.41,767.3,160,"25-20-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,0.00715208619310322,0.000257176777889364,"72.218",61.653,0.000116005485428174,0.417619747541427
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T154700_29",689.243264373589,2.03875607442973,1.78682500342676e-114,0.986722090289592,2024-07-25,"154700",29,15H 47M 0S,31.41,767.3,160,"35-50-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,0.0142499990972218,0.000512405577030629,"72.817",62.164,0.000229232338607905,0.825236418988457
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T155300_23",643.253809745524,1.20888129706795,6.70841726086144e-131,0.99293040824032,2024-07-25,"155300",23,15H 53M 0S,31.41,767.3,160,"35-90-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,0.00844954313462195,0.000303831108760228,"73.203",62.493,0.000135207833431296,0.486748200352664
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T155700_24",661.490623125956,0.954083860670609,3.36242870360198e-141,0.995238580084788,2024-07-25,"155700",24,15H 57M 0S,31.41,767.3,160,"35-90-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,0.0066686222661693,0.000239792242580701,"72.877",62.215,0.00010718672773719,0.385872219853886
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T160100_31",687.703237012634,1.33590978484639,3.53986787175461e-77,0.944462150099967,2024-07-25,"160100",31,16H 1M 0S,31.41,767.3,160,"35-50-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,0.00933741582271219,0.000335757490928162,"71.340",60.903,0.000153316188409638,0.551938278274697
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T160400_25",744.713328017554,3.71023810641033,2.25097884096333e-92,0.96899702549707,2024-07-25,"160400",25,16H 4M 0S,31.41,767.3,160,"35-50-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,0.0259329158254568,0.000932503265927968,"72.928",62.259,0.00041653280369837,1.49951809331413
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T160700_20",691.625171448776,1.31720009186408,1.07169434274089e-134,0.993888863967576,2024-07-25,"160700",20,16H 7M 0S,31.41,767.3,160,"35-90-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,0.00920664338188365,0.000331055137787977,"73.160",62.457,0.000147407710615042,0.53066775821415
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T161100_19",718.718231808104,1.52825855442947,1.51906206265461e-159,0.997644984403178,2024-07-25,"161100",19,16H 11M 0S,31.41,767.3,160,"35-90-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,0.0106818482574149,0.000384100980129987,"73.178",62.472,0.000170986173924557,0.615550226128405
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T161600_33",756.813335763215,1.16225706742097,1.79130894773856e-74,0.93839217780718,2024-07-25,"161600",33,16H 16M 0S,31.41,767.3,160,"35-20-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,0.00812366048553457,0.000292112926484522,"73.469",62.72,0.000129522648047426,0.466281532970734
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T162500_26",638.3613308913,2.22437067753544,1.72029645435301e-113,0.98571357281449,2024-07-25,"162500",26,16H 25M 0S,31.41,767.3,160,"35-50-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,0.0155473627003822,0.000559056551613889,"72.772",62.125,0.00025025935936229,0.900933693704243
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T162900_21",755.952844653873,1.79783310147016,2.50138757695891e-137,0.994475929399034,2024-07-25,"162900",21,16H 29M 0S,31.41,767.3,160,"35-90-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,0.0125660545634775,0.00045185381386111,"73.335",62.606,0.000200716457903036,0.72257924845093
"25-July-2024 (Day 10)/TG10-01136-2024-07-25T163900_32",764.296305914763,1.59223914855198,5.03636398450272e-67,0.921431749741953,2024-07-25,"163900",32,16H 39M 0S,31.41,767.3,160,"35-20-35",NA,NA,"35-35",NA,NA,NA,NA,NA,NA,0.0111290441823814,0.000400181380164738,"72.029",61.491,0.000180986553843349,0.651551593836056
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T090100_01",575.885159531229,0.327880300772252,2.98767390001701e-145,0.996108608009188,2024-07-26,"090100",1,9H 1M 0S,31.17,766.5,160,"25-90-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,0.00229115369328498,8.23859652385827e-05,"74.469",63.574,3.60391621305091e-05,0.129740983669833
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T090600_02",622.873292074245,0.420866766020864,1.65725591067193e-150,0.996824790587059,2024-07-26,"090600",2,9H 6M 0S,31.17,766.5,160,"25-90-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,0.00294092216909182,0.000105750527475434,"73.443",62.698,4.69061560032508e-05,0.168862161611703
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T090900_03",557.687732858567,0.676362996724113,5.61936949847201e-130,0.993544376136253,2024-07-26,"090900",3,9H 9M 0S,31.17,766.5,160,"25-90-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,0.00472627228380564,0.000169948661769351,"73.713",62.929,7.51048369401332e-05,0.27037741298448
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T091400_07",629.189487345889,1.31235820349546,5.3221045538179e-116,0.987930628841238,2024-07-26,"091400",7,9H 14M 0S,31.17,766.5,160,"25-50-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,0.00917046354346254,0.000329754172724291,"73.378",62.643,0.000146392470722388,0.527012894600596
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T091700_08",578.397150891265,1.36618021390374,5.31248658587216e-118,0.9892479812349,2024-07-26,"091700",8,9H 17M 0S,31.17,766.5,160,"25-50-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,0.00954655962985909,0.000343277944259586,"73.755",62.965,0.00015161692416198,0.545820926983129
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T092100_09",601.553928656637,1.46720020421583,1.84558272840108e-119,0.98903423588516,2024-07-26,"092100",9,9H 21M 0S,31.17,766.5,160,"25-50-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,0.0102524645694179,0.000368661077648971,"72.528",61.917,0.000165584000668926,0.596102402408133
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T092400_13",607.784991193606,0.5406064557648,6.21824781572786e-78,0.947358827854078,2024-07-26,"092400",13,9H 24M 0S,31.17,766.5,160,"25-20-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,0.00377763615204067,0.000135837330170466,"71.429",60.979,6.19497884852272e-05,0.223019238546818
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T092700_14",682.679731811408,0.745230903671589,2.73165831462639e-78,0.948081250550552,2024-07-26,"092700",14,9H 27M 0S,31.17,766.5,160,"25-20-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,0.00520750570642933,0.000187252991960781,"72.378",61.789,8.42788474717074e-05,0.303403850898147
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T093000_15",673.193026495187,0.88181433211839,6.69207558816487e-76,0.941674995408867,2024-07-26,"093000",15,9H 30M 0S,31.17,766.5,160,"25-20-25",NA,NA,"25-25",NA,NA,NA,NA,NA,NA,0.00616191994171693,0.000221572094272453,"72.034",61.495,0.000100201966691876,0.360727080090754
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T093300_04",606.981808509654,0.64112110858136,3.40690051978322e-105,0.98104252649404,2024-07-26,"093300",4,9H 33M 0S,31.17,766.5,160,"25-90-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,0.00448000990699792,0.000161093488205607,"73.815",63.016,7.10932129458855e-05,0.255935566605188
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T093600_05",548.574159076865,0.763921310814517,4.99334983074676e-156,0.99730470577163,2024-07-26,"093600",5,9H 36M 0S,31.17,766.5,160,"25-90-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,0.00533811006190192,0.000191949301039264,"73.879",63.071,8.46365217279244e-05,0.304691478220528
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T094000_06",558.126159826979,0.660569699392968,6.68879732180447e-150,0.996590273346205,2024-07-26,"094000",6,9H 40M 0S,31.17,766.5,160,"25-90-30",NA,NA,"25-30",NA,NA,NA,NA,NA,NA,0.00461591227918147,0.000165980304896853,"74.342",63.466,7.27304742567906e-05,0.261829707324446
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T094300_35",701.793428152705,1.08466415417304,2.90952166952409e-73,0.935463967636434,2024-07-26,"094300",35,9H 43M 0S,31.17,766.5,160,"35-20-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,0.00757938881035001,0.000272541848628192,"71.223",60.803,0.000124654849437528,0.4487574579751
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T094600_34",645.457479521132,0.628455904226374,2.23045792975005e-92,0.941257713573117,2024-07-26,"094600",34,9H 46M 0S,31.17,766.5,160,"35-20-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,0.00439150831155047,0.000157911122313933,"70.889",60.518,7.25653245571643e-05,0.261235168405791
"26-July-2024 (Day 11)/TG10-01136-2024-07-26T094900_36",621.39285234336,0.79284963370024,4.09106832020015e-75,0.939889183185617,2024-07-26,"094900",36,9H 49M 0S,31.17,766.5,160,"35-20-30",NA,NA,"35-30",NA,NA,NA,NA,NA,NA,0.00554025466669842,0.000199218075034104,"68.100",58.137,9.52965351961474e-05,0.343067526706131
