"...1","Model","Intercept_CO2","TIME_CO2","TIME_CO2_pvalue","Intercept_CH4","TIME_CH4","TIME_CH4_pvalue","Date","TimeLog","JarID","Time","T.Air","A.Pressure","Volume","Area","Label","STAGE_1","STAGE_2","STAGE_3","PRE_WET","three_min","one_hour","four_hour","eight_hour","tweny_four_hour","TIME_CO2_mol_per_mol_per_s","TIME_CH4_mol_per_mol_per_s","finalC02_flux","finalCH4_flux","finalC02_flux_byarea","finalCH4_flux_byarea"
129,"22-july-2024 (Day 7)/TG10-01136-2024-07-22T140300_22",-55619.65776,1.111224366,1.45629646706493e-147,2307.170558,-0.007387227,4.02409517632576e-49,"7/22/24","140300","22","14H 3M 0S",29.33,766.4,160,27.8,"35-90",NA,"35-90",NA,NA,NA,NA,NA,NA,NA,1.111224366e-06,-7.387227e-09,7.22391071964918e-09,-4.80233064955866e-11,2.59759464928054e-10,-1.72683590419225e-12
130,"22-july-2024 (Day 7)/TG10-01136-2024-07-22T140900_07",-51369.20683,1.019779553,2.40007068207387e-114,1860.863725,0.001418738,1.12373794156574e-06,"7/22/24","140900","07","14H 9M 0S",29.33,766.4,160,27.8,"25-50",NA,"25-50",NA,NA,NA,NA,NA,NA,NA,1.019779553e-06,1.418738e-09,6.62944106518607e-09,9.22301288574664e-12,2.38383353656457e-10,3.3164375712861e-13
131,"22-july-2024 (Day 7)/TG10-01136-2024-07-22T143100_08",-71646.99678,1.381935722,1.41579614945671e-112,1819.179368,0.002242211,1.3910564842378e-09,"7/22/24","143100","08","14H 31M 0S",29.33,766.4,160,27.8,"25-50",NA,"25-50",NA,NA,NA,NA,NA,NA,NA,1.381935722e-06,2.242211e-09,8.98376653848673e-09,1.4576293117942e-11,3.23040867978667e-10,5.24138551526143e-13
132,"22-july-2024 (Day 7)/TG10-01136-2024-07-22T143600_09",-57138.28546,1.098559651,1.87403305489202e-119,1753.782394,0.003495263,1.13955940875516e-23,"7/22/24","143600","09","14H 36M 0S",29.33,766.4,160,27.8,"25-50",NA,"25-50",NA,NA,NA,NA,NA,NA,NA,1.098559651e-06,3.495263e-09,7.1415792182449e-09,2.27222050076007e-11,2.5679896505735e-10,8.17051600417143e-13
133,"22-july-2024 (Day 7)/TG10-01136-2024-07-22T144000_10",-64426.09172,1.230984469,2.94758875795718e-116,1878.419656,0.00112517,0.000106828,"7/22/24","144000","10","14H 40M 0S",29.33,766.4,160,27.8,"25-50",NA,"25-50",NA,NA,NA,NA,NA,NA,NA,1.230984469e-06,1.12517e-09,8.0024540258603e-09,7.31456929232568e-12,2.87754549653373e-10,2.63019392028971e-13
134,"22-july-2024 (Day 7)/TG10-01136-2024-07-22T144500_23",-72924.75264,1.383010026,3.67655909928937e-146,1506.855506,0.00807634,2.37087221243462e-54,"7/22/24","144500","23","14H 45M 0S",29.33,766.4,160,27.8,"35-90",NA,"35-90",NA,NA,NA,NA,NA,NA,NA,1.383010026e-06,8.07634e-09,8.99075043518591e-09,5.25031315786784e-11,3.23291996950231e-10,1.88792274644654e-12
135,"22-july-2024 (Day 7)/TG10-01136-2024-07-22T145000_24",-48701.50263,0.923254107,2.62534837132025e-157,-14827.12955,0.31391612,2.24227909504977e-177,"7/22/24","145000","24","14H 50M 0S",29.33,766.4,160,27.8,"35-90",NA,"35-90",NA,NA,NA,NA,NA,NA,NA,9.23254107e-07,3.1391612e-07,6.00194294202277e-09,2.04072381215107e-09,2.15819595182408e-10,7.33809353524298e-11
136,"22-july-2024 (Day 7)/TG10-01136-2024-07-22T145500_25",-132718.1519,2.484150029,1.18419097155557e-98,2060.37283,-0.002298254,1.12358748402773e-11,"7/22/24","145500","25","14H 55M 0S",29.33,766.4,160,27.8,"35-50",NA,"35-50",NA,NA,NA,NA,NA,NA,NA,2.484150029e-06,-2.298254e-09,1.61491041528421e-08,-1.49406206478707e-11,5.80694144294933e-10,-5.37239145914084e-13
137,"22-july-2024 (Day 7)/TG10-01136-2024-07-22T145900_26",-66234.96299,1.238869883,2.58033843079769e-110,1911.528461,0.000483476,0.118381731,"7/22/24","145900","26","14H 59M 0S",29.33,766.4,160,27.8,"35-50",NA,"35-50",NA,NA,NA,NA,NA,NA,NA,1.238869883e-06,4.83476e-10,8.05371597481172e-09,3.14300834822867e-12,2.8959784159697e-10,1.13017200583555e-13
138,"22-july-2024 (Day 7)/TG10-01136-2024-07-22T150400_11",-49872.81722,0.930540326,3.67944207882962e-114,1867.219477,0.001293136,0.000110036,"7/22/24","150400","11","15H 4M 0S",29.33,766.4,160,27.8,"25-50",NA,"25-50",NA,NA,NA,NA,NA,NA,NA,9.30540326e-07,1.293136e-09,6.04930960995256e-09,8.40649224241746e-12,2.17522819487687e-10,3.02283072363087e-13
139,"22-july-2024 (Day 7)/TG10-01136-2024-07-22T150800_12",-66466.78206,1.230880977,4.88546051453915e-110,1973.392304,-0.000667997,0.027627373,"7/22/24","150800","12","15H 8M 0S",29.33,766.4,160,27.8,"25-50",NA,"25-50",NA,NA,NA,NA,NA,NA,NA,1.230880977e-06,-6.67997e-10,8.00178123916566e-09,-4.34255298627379e-12,2.87730357395385e-10,-1.56150772609629e-13
140,"22-july-2024 (Day 7)/TG10-01136-2024-07-22T151300_13",-22749.13262,0.426145918,5.17999915263278e-83,1749.220818,0.003442094,6.73454156073021e-22,"7/22/24","151300","13","15H 13M 0S",29.33,766.4,160,27.8,"25-20",NA,"25-20",NA,NA,NA,NA,NA,NA,NA,4.26145918e-07,3.442094e-09,2.770313682246e-09,2.23765609407454e-11,9.9615738304423e-11,8.04622831382429e-13
141,"22-july-2024 (Day 7)/TG10-01136-2024-07-22T151700_14",-22711.47162,0.423143609,7.15147109109569e-85,1814.970581,0.002242244,1.47866899323312e-09,"7/22/24","151700","14","15H 17M 0S",29.33,766.4,160,27.8,"25-20",NA,"25-20",NA,NA,NA,NA,NA,NA,NA,4.23143609e-07,2.242244e-09,2.75079610070946e-09,1.45765076462237e-11,9.8913919478945e-11,5.24146265595961e-13
142,"22-july-2024 (Day 7)/TG10-01136-2024-07-22T152200_15",-19893.58914,0.370072305,8.42789980223253e-85,1871.9967,0.001218686,0.000150889,"7/22/24","152200","15","15H 22M 0S",29.33,766.4,160,27.8,"25-20",NA,"25-20",NA,NA,NA,NA,NA,NA,NA,3.70072305e-07,1.218686e-09,2.40578714158143e-09,7.92250343733588e-12,8.65079878310476e-11,2.84879663334623e-13
143,"22-july-2024 (Day 7)/TG10-01136-2024-07-22T152600_16",-23833.4208,0.438405352,7.27158976381494e-83,1836.948406,0.001853903,8.38434503179158e-09,"7/22/24","152600","16","15H 26M 0S",29.33,766.4,160,27.8,"25-20",NA,"25-20",NA,NA,NA,NA,NA,NA,NA,4.38405352e-07,1.853903e-09,2.85001050981668e-09,1.20519583305193e-11,1.02481499813617e-10,4.33367793258517e-13
144,"22-july-2024 (Day 7)/TG10-01136-2024-07-22T153100_17",-23235.35245,0.426535531,6.10449545106656e-87,1861.467518,0.001394153,9.25126607952124e-06,"7/22/24","153100","17","15H 31M 0S",29.33,766.4,160,27.8,"25-20",NA,"25-20",NA,NA,NA,NA,NA,NA,NA,4.26535531e-07,1.394153e-09,2.77284650065184e-09,9.0631893159289e-12,9.9706814119088e-11,3.25896775114308e-13
145,"22-july-2024 (Day 7)/TG10-01136-2024-07-22T153600_18",-22855.33834,0.417372347,1.96687144684894e-83,1852.356657,0.001550652,8.40346221964256e-07,"7/22/24","153600","18","15H 36M 0S",29.33,766.4,160,27.8,"25-20",NA,"25-20",NA,NA,NA,NA,NA,NA,NA,4.17372347e-07,1.550652e-09,2.71327795162695e-09,1.00805669385812e-11,9.7564831054547e-11,3.62479933066566e-13
146,"22-july-2024 (Day 7)/TG10-01136-2024-07-22T154000_27",-94836.13066,1.69408926,2.70466490285287e-107,1965.87774,-0.00048602,0.085759164,"7/22/24","154000","27","15H 40M 0S",29.33,766.4,160,27.8,"35-50",NA,"35-50",NA,NA,NA,NA,NA,NA,NA,1.69408926e-06,-4.8602e-10,1.10130320570711e-08,-3.15954652848558e-12,3.96009782706621e-10,-1.13611885238604e-13
147,"22-july-2024 (Day 7)/TG10-01136-2024-07-22T154400_28",-142353.8604,2.523353184,9.07938715839626e-103,2120.337219,-0.003194425,7.15271580504742e-21,"7/22/24","154400","28","15H 44M 0S",29.33,766.4,160,27.8,"35-50",NA,"35-50",NA,NA,NA,NA,NA,NA,NA,2.523353184e-06,-3.194425e-09,1.64039582581998e-08,-2.076650018365e-11,5.89858261711606e-10,-7.46727802360661e-13
148,"22-july-2024 (Day 7)/TG10-01136-2024-07-22T154800_29",-116359.5951,2.055883567,2.39864615059965e-106,2028.267959,-0.001532346,4.78801106210582e-06,"7/22/24","154800","29","15H 48M 0S",29.33,766.4,160,27.8,"35-50",NA,"35-50",NA,NA,NA,NA,NA,NA,NA,2.055883567e-06,-1.532346e-09,1.33650051172491e-08,-9.96156224998719e-12,4.80582708279364e-10,-3.58200728154879e-13
149,"22-july-2024 (Day 7)/TG10-01136-2024-07-22T155200_30",-141085.1643,2.481722009,1.54684665483547e-104,2134.150383,-0.003409777,3.85867807948953e-22,"7/22/24","155200","30","15H 52M 0S",29.33,766.4,160,27.8,"35-50",NA,"35-50",NA,NA,NA,NA,NA,NA,NA,2.481722009e-06,-3.409777e-09,1.61333199419823e-08,-2.21664727444549e-11,5.80126571088898e-10,-7.97068419433835e-13
150,"22-july-2024 (Day 7)/TG10-01136-2024-07-22T160600_31",-57337.63633,0.999618229,2.12644880888874e-69,1785.813182,0.00263716,2.04445276556057e-14,"7/22/24","160600","31","16H 6M 0S",29.33,766.4,160,27.8,"35-20",NA,"35-20",NA,NA,NA,NA,NA,NA,NA,9.99618229e-07,2.63716e-09,6.49837518054372e-09,1.71438000968294e-11,2.3367044877899e-10,6.1646170790469e-13
151,"22-july-2024 (Day 7)/TG10-01136-2024-07-22T161000_32",-53862.48176,0.935881327,2.36633239842128e-69,1962.672589,-0.000417188,0.135596605,"7/22/24","161000","32","16H 10M 0S",29.33,766.4,160,27.8,"35-20",NA,"35-20",NA,NA,NA,NA,NA,NA,NA,9.35881327e-07,-4.17188e-10,6.08403069379312e-09,-2.71207953813803e-12,2.18771330233482e-10,-9.75217381567072e-14
152,"22-july-2024 (Day 7)/TG10-01136-2024-07-22T161400_33",-47361.59368,0.820642447,2.80308537144029e-74,1881.311249,0.0009882,0.001435549,"7/22/24","161400","33","16H 14M 0S",29.33,766.4,160,27.8,"35-20",NA,"35-20",NA,NA,NA,NA,NA,NA,NA,8.20642447e-07,9.882e-10,5.33487921185705e-09,6.42414690640191e-12,1.9183312520162e-10,2.31001327091043e-13
153,"22-july-2024 (Day 7)/TG10-01136-2024-07-22T161800_36",-41723.14055,0.720537071,7.0611604220471e-68,1762.515906,0.003007029,2.99122799879194e-19,"7/22/24","161800","36","16H 18M 0S",29.33,766.4,160,27.8,"35-20",NA,"35-20",NA,NA,NA,NA,NA,NA,NA,7.20537071e-07,3.007029e-09,4.68410847562492e-09,1.95482655816746e-11,1.68432523395358e-10,7.02922171221668e-13
154,"22-july-2024 (Day 7)/TG10-01136-2024-07-22T162300_34",-37000.43368,0.636993378,1.01204425992185e-72,1857.456263,0.001393426,7.55335584945074e-06,"7/22/24","162300","34","16H 23M 0S",29.33,766.4,160,27.8,"35-20",NA,"35-20",NA,NA,NA,NA,NA,NA,NA,6.36993378e-07,1.393426e-09,4.14100287257357e-09,9.05846319287592e-12,1.48903375497072e-10,3.25726831818623e-13
155,"22-july-2024 (Day 7)/TG10-01136-2024-07-22T162800_35",-34655.01646,0.594371035,3.09128202706086e-79,1863.179606,0.001282528,5.04215245262781e-05,"7/22/24","162800","35","16H 28M 0S",29.33,766.4,160,27.8,"35-20",NA,"35-20",NA,NA,NA,NA,NA,NA,NA,5.94371035e-07,1.282528e-09,3.86392111490604e-09,8.33753115115748e-12,1.38939989748509e-10,2.99803349556184e-13
156,"22-july-2024 (Day 7)/TG10-01136-2024-07-22T163300_84",-74.85356331,0.009796435,1.7180282085877e-14,1816.905423,0.002051411,1.95299349522092e-10,"7/22/24","163300","84","16H 33M 0S",29.33,766.4,160,27.8,"BLANK",NA,"BLANK",NA,NA,NA,NA,NA,NA,NA,9.796435e-09,2.051411e-09,6.36852232331688e-11,1.33359295986732e-11,2.2900116229115e-12,4.79537202397454e-13
157,"22-july-2024 (Day 7)/TG10-01136-2024-07-22T163800_85",51.25406114,0.007708953,7.77414422898715e-08,1865.296672,0.00124499,2.84126261725705e-05,"7/22/24","163800","85","16H 38M 0S",29.33,766.4,160,27.8,"BLANK",NA,"BLANK",NA,NA,NA,NA,NA,NA,NA,7.708953e-09,1.24499e-09,5.0114801220955e-11,8.09350198036967e-12,1.80204247468375e-12,2.91028478258528e-13
158,"22-july-2024 (Day 7)/TG10-01136-2024-07-22T164700_83",278.8876195,0.004005585,0.000388212,1825.066925,0.001873532,8.99094660358325e-09,"7/22/24","164700","83","16H 47M 0S",29.33,766.4,160,27.8,"BLANK",NA,"BLANK",NA,NA,NA,NA,NA,NA,NA,4.005585e-09,1.873532e-09,2.60397353633676e-11,1.21795636529498e-11,9.36344313677369e-13,4.37956262241992e-13
159,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T112400_02",-18811.54121,0.471024292,4.01364573830413e-158,2550.978884,-0.014938017,1.9887903989676e-82,"7/23/24","112400","02","11H 24M 0S",31.79,767.8,160,27.8,"25-90",NA,"25-90",NA,NA,NA,NA,NA,NA,NA,4.71024292e-07,-1.4938017e-08,3.04290784423901e-09,-9.65024731817349e-11,1.09417757793564e-10,-3.47006376058018e-12
160,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T113200_01",-8145.948883,0.208208978,1.14055374133228e-131,2093.952269,-0.003754763,1.36513730709641e-17,"7/23/24","113200","01","11H 32M 0S",31.79,767.8,160,27.8,"25-90",NA,"25-90",NA,NA,NA,NA,NA,NA,NA,2.08208978e-07,-3.754763e-09,1.34507018673506e-09,-2.42564937308125e-11,4.83664216733209e-11,-8.7222199679297e-13
161,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T113600_03",-20315.55532,0.499727894,3.87322683250092e-163,2176.166968,-0.005702182,4.36686372978575e-39,"7/23/24","113600","03","11H 36M 0S",31.79,767.8,160,27.8,"25-90",NA,"25-90",NA,NA,NA,NA,NA,NA,NA,4.99727894e-07,-5.702182e-09,3.22833865357764e-09,-3.68371963649775e-11,1.16085532311314e-10,-1.32460253020415e-12
162,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T114000_04",-17241.22195,0.423365533,4.50464854070721e-150,2673.757028,-0.017420999,1.01473797850283e-93,"7/23/24","114000","04","11H 40M 0S",31.79,767.8,160,27.8,"25-90",NA,"25-90",NA,NA,NA,NA,NA,NA,NA,4.23365533e-07,-1.7420999e-08,2.73502306192337e-09,-1.12543016171191e-10,9.83467480015596e-11,-4.04685423125463e-12
163,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T114400_05",-18188.8411,0.443452959,3.2678617925692e-153,2269.797452,-0.007812677,4.22114864610499e-52,"7/23/24","114400","05","11H 44M 0S",31.79,767.8,160,27.8,"25-90",NA,"25-90",NA,NA,NA,NA,NA,NA,NA,4.43452959e-07,-7.812677e-09,2.86479171119289e-09,-5.04714014363524e-11,1.03013006515386e-10,-1.81486520806733e-12
164,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T132500_06",-19076.93235,0.40633498,1.0951644079943e-139,2443.189638,-0.010116185,7.07559900981077e-56,"7/23/24","132500","06","13H 25M 0S",31.79,767.8,160,27.8,"25-90",NA,"25-90",NA,NA,NA,NA,NA,NA,NA,4.0633498e-07,-1.0116185e-08,2.62500240227674e-09,-6.53525077434287e-11,9.4390593393626e-11,-2.34996432015206e-12
165,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T132900_07",-38452.61164,0.804910076,4.29082141566312e-122,2399.978873,-0.008971089,1.38271479276936e-40,"7/23/24","132900","07","13H 29M 0S",31.79,767.8,160,27.8,"25-50",NA,"25-50",NA,NA,NA,NA,NA,NA,NA,8.04910076e-07,-8.971089e-09,5.19987445608732e-09,-5.79549665550292e-11,1.86978585260242e-10,-2.08396140075617e-12
166,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T133300_08",-79788.51922,1.648653367,3.69174848657583e-114,2181.617687,-0.004700786,2.26112264460419e-25,"7/23/24","133300","08","13H 33M 0S",31.79,767.8,160,27.8,"25-50",NA,"25-50",NA,NA,NA,NA,NA,NA,NA,1.648653367e-06,-4.700786e-09,1.06506189767286e-08,-3.03679849137991e-11,3.82978028648997e-10,-1.09198075921608e-12
167,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T133700_09",-52019.48215,1.074254801,5.78411566205356e-119,2066.005135,-0.002295503,1.65952472091585e-10,"7/23/24","133700","09","13H 37M 0S",31.79,767.8,160,27.8,"25-50",NA,"25-50",NA,NA,NA,NA,NA,NA,NA,1.074254801e-06,-2.295503e-09,6.93989336896942e-09,-1.48293924619374e-11,2.49546687125833e-10,-5.33239570727701e-13
168,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T134100_10",-67881.07834,1.391593158,3.8150040253704e-120,2144.758391,-0.003932444,2.00611629776297e-25,"7/23/24","134100","10","13H 41M 0S",31.79,767.8,160,27.8,"25-50",NA,"25-50",NA,NA,NA,NA,NA,NA,NA,1.391593158e-06,-3.932444e-09,8.98996040838491e-09,-2.54043472871047e-11,3.23263588938688e-10,-9.13496845994417e-13
169,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T134500_11",-52091.3677,1.064068981,1.46424104236061e-112,1830.631524,0.002497084,1.22076126901424e-13,"7/23/24","134500","11","13H 45M 0S",31.79,767.8,160,27.8,"25-50",NA,"25-50",NA,NA,NA,NA,NA,NA,NA,1.064068981e-06,2.497084e-09,6.87409100568492e-09,1.61316446314487e-11,2.47180546770404e-10,5.80066329789597e-13
170,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T134900_12",-106232.8809,2.148674699,5.22420006877756e-104,2142.469709,-0.003861695,9.61995584716222e-27,"7/23/24","134900","12","13H 49M 0S",31.79,767.8,160,27.8,"25-50",NA,"25-50",NA,NA,NA,NA,NA,NA,NA,2.148674699e-06,-3.861695e-09,1.38808532964261e-08,-2.49472950910111e-11,4.99131725869333e-10,-8.97062031320067e-13
171,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T140400_13",-13730.35634,0.282659085,3.73663828789762e-87,1589.772393,0.007328672,1.19867031894635e-32,"7/23/24","140400","13","14H 4M 0S",31.79,767.8,160,27.8,"25-20",NA,"25-20",NA,NA,NA,NA,NA,NA,NA,2.82659085e-07,7.328672e-09,1.82603224844276e-09,4.73446357128748e-11,6.56609941906783e-11,1.70243206446871e-12
172,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T140800_14",-26518.37222,0.532502345,1.39735768365544e-78,1544.342508,0.008035761,2.44132321312523e-34,"7/23/24","140800","14","14H 8M 0S",31.79,767.8,160,27.8,"25-20",NA,"25-20",NA,NA,NA,NA,NA,NA,NA,5.32502345e-07,8.035761e-09,3.44006793321854e-09,5.19125671364098e-11,1.2369895480829e-10,1.86668705992124e-12
173,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T141200_15",-21620.51824,0.434668202,1.2406281421127e-81,1590.096047,0.007188662,6.41027425523022e-32,"7/23/24","141200","15","14H 12M 0S",31.79,767.8,160,27.8,"25-20",NA,"25-20",NA,NA,NA,NA,NA,NA,NA,4.34668202e-07,7.188662e-09,2.80804048532398e-09,4.64401440879038e-11,1.00972329569363e-10,1.66990809377576e-12
174,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T141600_16",-13192.5212,0.268241517,5.09328516127437e-99,1775.411399,0.003578007,3.00408589636622e-23,"7/23/24","141600","16","14H 16M 0S",31.79,767.8,160,27.8,"25-20",NA,"25-20",NA,NA,NA,NA,NA,NA,NA,2.68241517e-07,3.578007e-09,1.73289197625899e-09,2.31146158530654e-11,6.23118294231927e-11,8.31162022763947e-13
175,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T142000_17",-35553.11538,0.699986766,1.81664620117113e-75,1666.118226,0.005486731,1.94799778949361e-27,"7/23/24","142000","17","14H 20M 0S",31.79,767.8,160,27.8,"25-20",NA,"25-20",NA,NA,NA,NA,NA,NA,NA,6.99986766e-07,5.486731e-09,4.52204962100956e-09,3.54453413182549e-11,1.6260516436568e-10,1.27455380504333e-12
176,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T142400_18",-27914.91739,0.550218547,7.76018537151422e-83,1790.424486,0.003155102,1.58731238171698e-19,"7/23/24","142400","18","14H 24M 0S",31.79,767.8,160,27.8,"25-20",NA,"25-20",NA,NA,NA,NA,NA,NA,NA,5.50218547e-07,3.155102e-09,3.55451801775032e-09,2.03825679232149e-11,1.27814383953625e-10,7.32922255419448e-13
177,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T143500_82",-485.0993698,0.019392726,1.5531842676065e-25,1861.624107,0.001683426,1.38472234111416e-07,"7/23/24","143500","82","14H 35M 0S",31.79,767.8,160,27.8,"BLANK",NA,"BLANK",NA,NA,NA,NA,NA,NA,NA,1.9392726e-08,1.683426e-09,1.25280753177328e-10,1.0875256897782e-11,4.50488145189961e-12,3.91055623796549e-13
178,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T143900_83",-394.2578426,0.01670311,1.31364335768699e-27,1824.824963,0.002240525,5.30360166317022e-11,"7/23/24","143900","83","14H 39M 0S",31.79,767.8,160,27.8,"BLANK",NA,"BLANK",NA,NA,NA,NA,NA,NA,NA,1.670311e-08,2.240525e-09,1.07905314663022e-10,1.44742239699892e-11,3.88009042297813e-12,5.20468319668797e-13
179,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T145800_19",-63433.36695,1.190708593,6.57563940726308e-148,-20555.67544,0.417811454,3.23492807404911e-111,"7/23/24","145800","19","14H 58M 0S",31.79,767.8,160,27.8,"35-90",NA,"35-90",NA,NA,NA,NA,NA,NA,NA,1.190708593e-06,4.17811454e-07,7.69220734340065e-09,2.69914263952549e-09,2.76598609974853e-10,9.7056549425584e-11
180,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T150700_20",-91014.21737,1.683247372,1.91617525008276e-120,2068.09232,-0.002119185,2.67442552229787e-10,"7/23/24","150700","20","15H 7M 0S",31.79,767.8,160,27.8,"35-90",NA,"35-90",NA,NA,NA,NA,NA,NA,NA,1.683247372e-06,-2.119185e-09,1.0874102926423e-08,-1.36903441487337e-11,3.91014128961631e-10,-4.92281342996538e-13
181,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T151100_21",-112237.6579,2.066195148,1.02066006712926e-137,-292.2400577,0.041120312,1.08164070716294e-131,"7/23/24","151100","21","15H 11M 0S",31.79,767.8,160,27.8,"35-90",NA,"35-90",NA,NA,NA,NA,NA,NA,NA,2.066195148e-06,4.1120312e-08,1.33480194766213e-08,2.6564515263335e-10,4.79971933715259e-10,9.55214500659294e-12
182,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T151700_21",-87401.16678,1.601531054,2.93749362488763e-129,2877.779414,-0.016771242,4.84170573149843e-89,"7/23/24","151700","21","15H 17M 0S",31.79,767.8,160,27.8,"35-90",NA,"35-90",NA,NA,NA,NA,NA,NA,NA,1.601531054e-06,-1.6771242e-08,1.03461997391187e-08,-1.08345460533978e-10,3.72031633912934e-10,-3.89591731513763e-12
183,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T152200_23",-98134.05394,1.786540647,1.03807351076649e-137,1381.347044,0.010301367,7.86902088509821e-64,"7/23/24","152200","23","15H 22M 0S",31.79,767.8,160,27.8,"35-90",NA,"35-90",NA,NA,NA,NA,NA,NA,NA,1.786540647e-06,1.0301367e-08,1.15413974207686e-08,6.65488192075768e-11,4.15008896827348e-10,2.39298163277874e-12
184,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T152700_24",-65470.01376,1.189692573,8.66229503762907e-154,-3487.038897,0.097813734,6.86768244651936e-174,"7/23/24","152700","24","15H 27M 0S",31.79,767.8,160,27.8,"35-90",NA,"35-90",NA,NA,NA,NA,NA,NA,NA,1.189692573e-06,9.7813734e-08,7.68564365808673e-09,6.31895601815177e-10,2.76362591085463e-10,2.27218842795821e-11
185,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T153100_25",-133536.7285,2.406423718,1.23290927012792e-95,2140.409321,-0.003266627,2.68439488606221e-18,"7/23/24","153100","25","15H 31M 0S",31.79,767.8,160,27.8,"35-50",NA,"35-50",NA,NA,NA,NA,NA,NA,NA,2.406423718e-06,-3.266627e-09,1.55459617103251e-08,-2.11030409499622e-11,5.5900617440939e-10,-7.58829232289183e-13
186,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T153600_26",-88980.14393,1.597387799,1.91998401697244e-107,1126.155428,0.014709752,4.97915900235521e-50,"7/23/24","153600","26","15H 36M 0S",31.79,767.8,160,27.8,"35-50",NA,"35-50",NA,NA,NA,NA,NA,NA,NA,1.597387799e-06,1.4709752e-08,1.03194335120805e-08,9.5027837221632e-11,3.71069166202103e-10,3.41703837546321e-12
187,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T154300_27",-187495.3988,3.329278193,1.60524015233586e-99,1690.193409,0.004753206,3.68329796230395e-24,"7/23/24","154300","27","15H 43M 0S",31.79,767.8,160,27.8,"35-50",NA,"35-50",NA,NA,NA,NA,NA,NA,NA,3.329278193e-06,4.753206e-09,2.15077797497832e-08,3.07066282319977e-11,7.73382946773938e-10,1.10415779331168e-12
188,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T154800_28",-216996.1357,3.827658708,1.80456179927971e-97,1708.5198,0.004184607,2.47494485872358e-22,"7/23/24","154800","28","15H 48M 0S",31.79,767.8,160,27.8,"35-50",NA,"35-50",NA,NA,NA,NA,NA,NA,NA,3.827658708e-06,4.184607e-09,2.47274140749474e-08,2.70333689400407e-11,8.8915548633396e-10,9.72073676376869e-13
189,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T155300_29",-157687.8337,2.772586103,5.36647408057839e-104,934.1005359,0.017784258,9.35868120271175e-53,"7/23/24","155300","29","15H 53M 0S",31.79,767.8,160,27.8,"35-50",NA,"35-50",NA,NA,NA,NA,NA,NA,NA,2.772586103e-06,1.7784258e-08,1.79114413947185e-08,1.14889739428068e-10,6.44064775070783e-10,4.13123838288631e-12
190,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T155800_30",-144233.5503,2.522261671,1.32737233787039e-99,999.5278361,0.016563193,4.13896497343673e-51,"7/23/24","155800","30","15H 58M 0S",31.79,767.8,160,27.8,"35-50",NA,"35-50",NA,NA,NA,NA,NA,NA,NA,2.522261671e-06,1.6563193e-08,1.62942972459461e-08,1.07001423836002e-10,5.85915039408344e-10,3.84758805595116e-12
191,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T160300_31",-69918.67365,1.222900886,3.14015703110569e-66,1304.971819,0.011334904,2.04633886887929e-36,"7/23/24","160300","31","16H 3M 0S",31.79,767.8,160,27.8,"35-20",NA,"35-20",NA,NA,NA,NA,NA,NA,NA,1.222900886e-06,1.1334904e-08,7.90017576999242e-09,7.32256677226663e-11,2.84076798633312e-10,2.63306967719044e-12
192,"23-July-2024 (Day 8)/TG10-01136-2024-07-23T160700_32",-48769.31541,0.85402058,1.93681050257551e-72,1661.959356,0.004973383,4.53112272451568e-32,"7/23/24","160700","32","16H 7M 0S",31.79,767.8,160,27.8,"35-20",NA,"35-20",NA,NA,NA,NA,NA,NA,NA,8.5402058e-07,4.973383e-09,5.51713779132128e-09,3.21290141509409e-11,1.98386831762721e-10,1.15530435638047e-12
