Model,Intercept_CO2,TIME_CO2,TIME_CO2_pvalue,TIME_CO2_r2,Date,TimeLog,JarID,Time,T.Air,A.Pressure,Volume,Label,STAGE_1,STAGE_2,STAGE_3,one_hour,two_min,four_hour,eight_hour,PRE_WET,twenty_four_hour,finalC02_flux,finalC02_flux_byarea,Original dried down (14%) soil wt (g),dry_soil,finalC02flux_gSoil,finalC02flux_gSoil_hr,treatment,Date_corr,Hours
23-July-2024 (Day 8)/TG10-01136-2024-07-23T112400_02,519.295738842975,0.471024292101342,4.0136457382343095e-158,0.997635290466209,2024-07-23,112400,2,11H 24M 0S,31.79,767.8,160,25-90,NA,25-90,NA,NA,NA,NA,NA,NA,NA,0.00329029056244589,1.1831321691642e-4,73.443,62.698,5.24783974360567e-5,0.188922230769804,90-25,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T113200_01,498.887865286943,0.208208977565999,1.1405537411638398e-131,0.993136114958617,2024-07-23,113200,1,11H 32M 0S,31.79,767.8,160,25-90,NA,25-90,NA,NA,NA,NA,NA,NA,NA,0.0014544218746037,5.22985212011397e-5,74.469,63.574,2.28776209551656e-5,0.0823594354385961,90-25,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T113600_03,553.081532454786,0.499727893966381,3.8732268325412095e-163,0.997948350540086,2024-07-23,113600,3,11H 36M 0S,31.79,767.8,160,25-90,NA,25-90,NA,NA,NA,NA,NA,NA,NA,0.00349079654888538,1.2552306899983e-4,73.713,62.929,5.54719850766002e-5,0.199699146275761,90-25,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T114000_04,540.130436797182,0.423365533125592,4.5046485408211495e-150,0.99661266466586,2024-07-23,114000,4,11H 40M 0S,31.79,767.8,160,25-90,NA,25-90,NA,NA,NA,NA,NA,NA,NA,0.00295737532324193,1.0634215473721e-4,73.815,63.016,4.6930546579312e-5,0.168949967685523,90-25,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T114400_05,542.611902402676,0.443452959312142,3.2678617921025693e-153,0.99699713174962,2024-07-23,114400,5,11H 44M 0S,31.79,767.8,160,25-90,NA,25-90,NA,NA,NA,NA,NA,NA,NA,0.00309769392233281,1.1138777138917e-4,73.879,63.071,4.91143936568757e-5,0.176811817164752,90-25,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T132500_06,549.047186963232,0.406334980057562,1.0951644078599e-139,0.994953976872718,2024-07-23,132500,6,13H 25M 0S,31.79,767.8,160,25-90,NA,25-90,NA,NA,NA,NA,NA,NA,NA,0.00283841018922944,1.0206437214057e-4,74.342,63.466,4.47233194029786e-5,0.161003949850723,90-25,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T132900_07,617.723434913637,0.80491007563916706,4.29082141522625e-122,0.990088269783574,2024-07-23,132900,7,13H 29M 0S,31.79,767.8,160,25-50,NA,25-50,NA,NA,NA,NA,NA,NA,NA,0.00562261452308143,2.0217959450131e-4,73.378,62.643,8.97564695669337e-5,0.323123290440961,50-25,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T133300_08,632.792012599919,1.64865336675247,3.69174848625367e-114,0.98703940081529,2024-07-23,133300,8,13H 33M 0S,31.79,767.8,160,25-50,NA,25-50,NA,NA,NA,NA,NA,NA,NA,0.0115164943811501,4.1411342614707e-4,73.755,62.965,1.8290311095291e-4,0.658451199430481,50-25,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T133700_09,640.488177486588,1.0742548006287,5.78411566307418e-119,0.992577459565486,2024-07-23,133700,9,13H 37M 0S,31.79,767.8,160,25-50,NA,25-50,NA,NA,NA,NA,NA,NA,NA,0.00750409371967233,2.6983436604359e-4,72.528,61.917,1.2119601595155e-4,0.436305657425592,50-25,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T134100_10,668.800609884972,1.39159315777821,3.8150040255486794e-120,0.989318572903911,2024-07-23,134100,10,13H 41M 0S,31.79,767.8,160,25-50,NA,25-50,NA,NA,NA,NA,NA,NA,NA,0.00972082737681135,3.4954431416078e-4,72.996,62.317,1.559899766807e-4,0.56156391605053,50-25,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T134500_11,580.046844006199,1.06406898067219,1.46424104241822e-112,0.98571046039961,2024-07-23,134500,11,13H 45M 0S,31.79,767.8,160,25-50,NA,25-50,NA,NA,NA,NA,NA,NA,NA,0.00743294174760707,2.6727586291287e-4,72.345,61.761,1.2035008739507e-4,0.433260314622261,50-25,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T134900_12,642.198648831376,2.14867469871556,5.2242000688310296e-104,0.980160155618956,2024-07-23,134900,12,13H 49M 0S,31.79,767.8,160,25-50,NA,25-50,NA,NA,NA,NA,NA,NA,NA,0.015009340710243,5.3971020173473e-4,72.647,62.019,2.4201197552754e-4,0.871243111899172,50-25,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T140400_13,583.499728687038,0.282659085126279,3.7366382877965894e-87,0.962122626134895,2024-07-23,140400,13,14H 4M 0S,31.79,767.8,160,25-20,NA,25-20,NA,NA,NA,NA,NA,NA,NA,0.00197448525644296,7.09991102640404e-5,71.429,60.979,3.23797578911258e-5,0.116567128408053,20-25,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T140800_14,575.347068263604,0.532502344516738,1.39735768356247e-78,0.947373395423125,2024-07-23,140800,14,14H 8M 0S,31.79,767.8,160,25-20,NA,25-20,NA,NA,NA,NA,NA,NA,NA,0.0037197390198864,1.3375544839577e-4,72.378,61.789,6.02006671071938e-5,0.216722401585898,20-25,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T141200_15,599.720252946755,0.434668202140631,1.24062814211668e-81,0.953187049831854,2024-07-23,141200,15,14H 12M 0S,31.79,767.8,160,25-20,NA,25-20,NA,NA,NA,NA,NA,NA,NA,0.00303632892672748,1.0918119118042e-4,72.034,61.495,4.93752163058376e-5,0.177750778701015,20-25,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T141600_16,584.36309107101,0.268241516616493,5.0932851614478195e-99,0.975974487031341,2024-07-23,141600,16,14H 16M 0S,31.79,767.8,160,25-20,NA,25-20,NA,NA,NA,NA,NA,NA,NA,0.0018737728507419,6.73776645358469e-5,72.361,61.775,3.03322193564047e-5,0.109195989683057,20-25,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T142000_17,566.201722815007,0.699986765624328,1.8166462011470597e-75,0.940696602239326,2024-07-23,142000,17,14H 20M 0S,31.79,767.8,160,25-20,NA,25-20,NA,NA,NA,NA,NA,NA,NA,0.00488968379634063,1.7582466006259e-4,72.218,61.653,7.93097464250016e-5,0.285515087130006,20-25,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T142400_18,608.412103855978,0.550218547291827,7.76018537109654e-83,0.955299635885074,2024-07-23,142400,18,14H 24M 0S,31.79,767.8,160,25-20,NA,25-20,NA,NA,NA,NA,NA,NA,NA,0.00384349368768326,1.3820545442945e-4,72.434,61.837,6.21552418080317e-5,0.223758870508914,20-25,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T145800_19,722.012017936627,1.19070859259602,6.5756394063629893e-148,0.996319316883116,2024-07-23,145800,19,14H 58M 0S,31.79,767.8,160,35-90,NA,35-90,NA,NA,NA,NA,NA,NA,NA,0.00831756941316943,2.9908555962493e-4,73.178,62.472,1.3314075767014e-4,0.479306727612529,90-35,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T150700_20,588.104616417896,1.68324737212553,1.9161752499022598e-120,0.989440450520784,2024-07-23,150700,20,15H 7M 0S,31.79,767.8,160,35-90,NA,35-90,NA,NA,NA,NA,NA,NA,NA,0.0117581471606455,4.2280284648132e-4,73.16,62.457,1.8825987736595e-4,0.677735558517443,90-35,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T151100_21,700.568862088223,2.06619514838692,1.02066006718467e-137,0.994557841545739,2024-07-23,151100,21,15H 11M 0S,31.79,767.8,160,35-90,NA,35-90,NA,NA,NA,NA,NA,NA,NA,0.0144331885019771,5.1899275447598e-4,73.335,62.606,2.3054002015744e-4,0.829944072566805,90-35,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T151700_21,715.07179556607,1.60153105369423,2.93749362484589e-129,0.992470803432248,2024-07-23,151700,21,15H 17M 0S,31.79,767.8,160,35-90,NA,35-90,NA,NA,NA,NA,NA,NA,NA,0.0111873264283796,4.0227710997409e-4,73.335,62.606,1.7869415756284e-4,0.643298967226249,90-35,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T152200_23,697.374631330938,1.7865406465513,1.0380735104816998e-137,0.994556306976327,2024-07-23,152200,23,15H 22M 0S,31.79,767.8,160,35-90,NA,35-90,NA,NA,NA,NA,NA,NA,NA,0.0124796914455295,4.4874834396006e-4,73.203,62.493,1.9969742924054e-4,0.718910745265969,90-35,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T152700_24,700.687124353565,1.18969257255775,8.662295034654448e-154,0.997062850848985,2024-07-23,152700,24,15H 27M 0S,31.79,767.8,160,35-90,NA,35-90,NA,NA,NA,NA,NA,NA,NA,0.00831047211224627,2.9883035283158e-4,72.877,62.215,1.3357666338095e-4,0.480875988171447,90-35,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T153100_25,886.100396238198,2.40642371811606,1.2329092701017397e-95,0.972643572012597,2024-07-23,153100,25,15H 31M 0S,31.79,767.8,160,35-50,NA,35-50,NA,NA,NA,NA,NA,NA,NA,0.0168098193272369,6.0445233107648e-4,72.928,62.259,2.6999822238129e-4,0.971993600572654,50-35,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T153600_26,729.154835702083,1.59738779859957,1.9199840167465998e-107,0.982609912192368,2024-07-23,153600,26,15H 36M 0S,31.79,767.8,160,35-50,NA,35-50,NA,NA,NA,NA,NA,NA,NA,0.0111583841564748,4.0123639541441e-4,72.772,62.125,1.7961181740804e-4,0.646602542668961,50-35,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T154300_27,875.161311650547,3.32927819285509,1.60524015235507e-99,0.9764323269316,2024-07-23,154300,27,15H 43M 0S,31.79,767.8,160,35-50,NA,35-50,NA,NA,NA,NA,NA,NA,NA,0.0232563220228802,8.3625753408414e-4,72.61,61.987,3.7518063501831e-4,1.35065028606593,50-35,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T154800_28,721.091660677879,3.82765870841746,1.8045617991840898e-97,0.974502934716544,2024-07-23,154800,28,15H 48M 0S,31.79,767.8,160,35-50,NA,35-50,NA,NA,NA,NA,NA,NA,NA,0.0267377066018924,9.6144216475701e-4,72.627,62.002,4.3123942133951e-4,1.55246191682224,50-35,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T155300_29,848.639626291633,2.77258610274898,5.3664740800267693e-104,0.980151270355839,2024-07-23,155300,29,15H 53M 0S,31.79,767.8,160,35-50,NA,35-50,NA,NA,NA,NA,NA,NA,NA,0.0193676080839602,6.9642603681985e-4,72.817,62.164,3.1155665793643e-4,1.12160396857115,50-35,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T155800_30,746.050519987047,2.52226167053839,1.3273723379328399e-99,0.976506853383266,2024-07-23,155800,30,15H 58M 0S,31.79,767.8,160,35-50,NA,35-50,NA,NA,NA,NA,NA,NA,NA,0.0176189931384811,6.3354883633517e-4,73.503,62.75,2.8078076714711e-4,1.01081076172959,50-35,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T160300_31,740.539537566791,1.22290088592662,3.14015703111052e-66,0.915482949797537,2024-07-23,160300,31,16H 3M 0S,31.79,767.8,160,35-20,NA,35-20,NA,NA,NA,NA,NA,NA,NA,0.00854244528625154,3.0717171112015e-4,71.34,60.903,1.4026312802738e-4,0.504947260898569,20-35,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T160700_32,780.958653001609,0.854020580197674,1.93681050261919e-72,0.933393674433605,2024-07-23,160700,32,16H 7M 0S,31.79,767.8,160,35-20,NA,35-20,NA,NA,NA,NA,NA,NA,NA,0.00596567077808886,2.145153102513e-4,72.029,61.491,9.70169744855159e-5,0.349261108147857,20-35,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T161100_33,732.251985460361,0.662345432075104,6.8857104221784e-76,0.941647274949829,2024-07-23,161100,33,16H 11M 0S,31.79,767.8,160,35-20,NA,35-20,NA,NA,NA,NA,NA,NA,NA,0.00462674422695587,1.663698031987e-4,73.469,62.72,7.37682434144749e-5,0.26556567629211,20-35,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T161500_34,717.546817127695,0.509992693831557,4.9502948546187596e-77,0.944151014200731,2024-07-23,161500,34,16H 15M 0S,31.79,767.8,160,35-20,NA,35-20,NA,NA,NA,NA,NA,NA,NA,0.00356250022678086,1.2810141052789e-4,70.889,60.518,5.8866787183662e-5,0.211920433861183,20-35,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T162000_35,874.949122298188,0.964763608606144,1.5451435718509e-65,0.913210113584894,2024-07-23,162000,35,16H 20M 0S,31.79,767.8,160,35-20,NA,35-20,NA,NA,NA,NA,NA,NA,NA,0.0067392545344669,2.4233205805346e-4,71.223,60.803,1.1083753325439e-4,0.399015119715818,20-35,2024-07-23,192
23-July-2024 (Day 8)/TG10-01136-2024-07-23T162500_36,735.291470628278,0.954140195161604,2.17218781829345e-66,0.916000099462709,2024-07-23,162500,36,16H 25M 0S,31.79,767.8,160,35-20,NA,35-20,NA,NA,NA,NA,NA,NA,NA,0.00666504579919851,2.3966363894996e-4,68.1,58.137,1.1464378621529e-4,0.412717630375056,20-35,2024-07-23,192
25-July-2024 (Day 10)/TG10-01136-2024-07-25T140900_01,603.22259409955,0.45762943087228,7.56645322733548e-135,0.993924214478786,2024-07-25,140900,1,14H 9M 0S,31.41,767.3,160,25-90-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.0031986263872279,1.1501713006932e-4,74.469,63.574,5.031343610954e-5,0.181128369994344,90-25,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T141200_02,597.851979965038,0.580865303465391,5.13018771165014e-152,0.996856112954448,2024-07-25,141200,2,14H 12M 0S,31.41,767.3,160,25-90-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.00405999038031293,1.4599030493753e-4,73.443,62.698,6.47547031853159e-5,0.233116931467137,90-25,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T141500_03,663.059539962527,0.686672355851048,6.245747620820799e-149,0.996460925466718,2024-07-25,141500,3,14H 15M 0S,31.41,767.3,160,25-90-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.00479953466414642,1.7258305156945e-4,73.713,62.929,7.62690439089517e-5,0.274568558072226,90-25,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T141800_07,672.158403564194,1.55725519709472,1.57358941850672e-116,0.987728994110549,2024-07-25,141800,7,14H 18M 0S,31.41,767.3,160,25-50-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.0108845219058149,3.9138877762728e-4,73.378,62.643,1.7375479951175e-4,0.62551727824232,50-25,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T142100_09,587.80681327469,1.62854618152739,2.9341043479915494e-118,0.988516893185206,2024-07-25,142100,9,14H 21M 0S,31.41,767.3,160,25-50-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.0113828142108862,4.093065160333e-4,72.528,61.917,1.8383988582919e-4,0.661823588985096,50-25,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T143500_08,683.100135317774,2.00960071839033,4.73139392664735e-112,0.985428413902447,2024-07-25,143500,8,14H 35M 0S,31.41,767.3,160,25-50-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.0140462161128562,5.0507788971076e-4,73.755,62.965,2.2307974450657e-4,0.803087080223655,50-25,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T144500_10,666.666459981298,2.79725687245762,3.74775462528188e-113,0.986031319923818,2024-07-25,144500,10,14H 45M 0S,31.41,767.3,160,25-20-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.0195515826572672,7.0304144758242e-4,72.996,62.317,3.1374396484534e-4,1.12947827344323,50-25,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T144900_11,757.520119975151,2.29276819520126,1.5022920196043697e-109,0.983960249519641,2024-07-25,144900,11,14H 49M 0S,31.41,767.3,160,25-20-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.0160254309583825,5.76247067903e-4,72.345,61.761,2.5947492686942e-4,0.93410973672993,50-25,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T145200_34,677.552389744928,0.8674211637659,2.51211165208373e-73,0.93562165368707,2024-07-25,145200,34,14H 52M 0S,31.41,767.3,160,35-20-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.00606288852089998,2.1801109388349e-4,70.889,60.518,1.0018322682342e-4,0.360659616564327,20-35,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T150300_13,667.907600407568,0.574039628367645,1.33762599434972e-75,0.946497222418335,2024-07-25,150300,13,15H 3M 0S,31.41,767.3,160,25-20-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.0040122819441735,1.4427479123241e-4,71.429,60.979,6.5797765528682e-5,0.236871955903255,20-25,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T150600_14,642.056169740368,0.333152441502738,2.13809991231171e-101,0.978068712410491,2024-07-25,150600,14,15H 6M 0S,31.41,767.3,160,25-20-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.0023285875393304,8.37320222700612e-5,72.378,61.789,3.76861179065918e-5,0.135670024463731,20-25,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T150900_15,656.104506028994,0.44747866142799,1.4177722627863198e-87,0.962729301952353,2024-07-25,150900,15,15H 9M 0S,31.41,767.3,160,25-20-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.00312767701901684,1.1246591222642e-4,72.034,61.495,5.08606719085591e-5,0.183098418870813,20-25,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T151200_22,683.243792787018,0.999570558553437,3.2151271783890797e-131,0.993016535239448,2024-07-25,151200,22,15H 12M 0S,31.41,767.3,160,35-90-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.00698655407365501,2.5122452620118e-4,67.02,57.215,1.2211053174263e-4,0.439597914273495,90-35,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T151600_06,589.852271954028,0.693157272628139,1.2244971282123399e-141,0.995318067158306,2024-07-25,151600,6,15H 16M 0S,31.41,767.3,160,25-90-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.00484486135103071,1.7421292164799e-4,74.342,63.466,7.63379029879102e-5,0.274816450756477,90-25,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T151900_05,584.567357100135,0.54391045565245,5.713575133492789e-171,0.998480902521553,2024-07-25,151900,5,15H 19M 0S,31.41,767.3,160,25-90-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.0038016924139318,1.3670235217302e-4,73.879,63.071,6.02763934919662e-5,0.216995016571078,90-25,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T152500_04,609.051810211452,0.510909275959038,1.02243126150954e-111,0.985240094960501,2024-07-25,152500,4,15H 25M 0S,31.41,767.3,160,25-90-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.00357102883100665,1.2840808453817e-4,73.815,63.016,5.66686052908254e-5,0.204006979046972,90-25,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T152900_30,649.122572795675,1.53753755026915,5.779353894403049e-109,0.983596052426628,2024-07-25,152900,30,15H 29M 0S,31.41,767.3,160,35-50-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.0107467043154775,3.8643309296934e-4,73.503,62.75,1.7126222016697e-4,0.616543992601099,50-35,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T153200_36,746.488234778815,0.775297005164877,2.34030850078585e-80,0.950839333244791,2024-07-25,153200,36,15H 32M 0S,31.41,767.3,160,35-20-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.00541898158501797,1.9485730258964e-4,68.1,58.137,9.32105472421688e-5,0.335557970071808,20-35,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T153500_28,747.577907309804,2.26784995092872,9.914194756213731e-105,0.980702064269076,2024-07-25,153500,28,15H 35M 0S,31.41,767.3,160,35-50-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.0158512635026278,5.6998430430161e-4,72.627,62.002,2.556572933555e-4,0.920366256079803,50-35,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T153800_12,813.719622977255,2.6048658520063,1.6970683820958e-104,0.980528432079912,2024-07-25,153800,12,15H 38M 0S,31.41,767.3,160,25-20-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.0182068549077684,6.5468733936599e-4,72.647,62.019,2.9356898543621e-4,1.05684834757036,50-25,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T154100_16,757.14682210752,0.852588637272364,1.3161448061785102e-79,0.94940438233188,2024-07-25,154100,16,15H 41M 0S,31.41,767.3,160,25-20-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.00595921575111975,2.1428319853001e-4,72.361,61.775,9.64664629885835e-5,0.347279266758901,20-25,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T154400_17,730.520895436867,1.02325333998632,3.19598466246024e-73,0.935362939790296,2024-07-25,154400,17,15H 44M 0S,31.41,767.3,160,25-20-30,NA,NA,25-30,NA,NA,NA,NA,NA,NA,0.00715208619310322,2.5717677788936e-4,72.218,61.653,1.1600548542817e-4,0.417619747541427,20-25,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T154700_29,689.243264373589,2.03875607442973,1.7868250034267598e-114,0.986722090289592,2024-07-25,154700,29,15H 47M 0S,31.41,767.3,160,35-50-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.0142499990972218,5.1240557703062e-4,72.817,62.164,2.292323386079e-4,0.825236418988457,50-35,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T155300_23,643.253809745524,1.20888129706795,6.708417260861439e-131,0.99293040824032,2024-07-25,155300,23,15H 53M 0S,31.41,767.3,160,35-90-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.00844954313462195,3.0383110876022e-4,73.203,62.493,1.3520783343129e-4,0.486748200352664,90-35,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T155700_24,661.490623125956,0.954083860670609,3.3624287036019795e-141,0.995238580084788,2024-07-25,155700,24,15H 57M 0S,31.41,767.3,160,35-90-30,NA,NA,35-30,NA,NA,NA,NA,NA,NA,0.0066686222661693,2.397922425807e-4,72.877,62.215,1.0718672773719e-4,0.385872219853886,90-35,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T160100_31,687.703237012634,1.33590978484639,3.53986787175461e-77,0.944462150099967,2024-07-25,160100,31,16H 1M 0S,31.41,767.3,160,35-50-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.00933741582271219,3.3575749092816e-4,71.34,60.903,1.5331618840963e-4,0.551938278274697,20-35,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T160400_25,744.713328017554,3.71023810641033,2.2509788409633297e-92,0.96899702549707,2024-07-25,160400,25,16H 4M 0S,31.41,767.3,160,35-50-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.0259329158254568,9.3250326592796e-4,72.928,62.259,4.1653280369837e-4,1.49951809331413,50-35,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T160700_20,691.625171448776,1.31720009186408,1.07169434274089e-134,0.993888863967576,2024-07-25,160700,20,16H 7M 0S,31.41,767.3,160,35-90-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.00920664338188365,3.3105513778797e-4,73.16,62.457,1.4740771061504e-4,0.53066775821415,90-35,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T161100_19,718.718231808104,1.52825855442947,1.51906206265461e-159,0.997644984403178,2024-07-25,161100,19,16H 11M 0S,31.41,767.3,160,35-90-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.0106818482574149,3.8410098012998e-4,73.178,62.472,1.7098617392455e-4,0.615550226128405,90-35,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T161600_33,756.813335763215,1.16225706742097,1.79130894773856e-74,0.93839217780718,2024-07-25,161600,33,16H 16M 0S,31.41,767.3,160,35-20-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.00812366048553457,2.9211292648452e-4,73.469,62.72,1.2952264804742e-4,0.466281532970734,20-35,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T162500_26,638.3613308913,2.22437067753544,1.72029645435301e-113,0.98571357281449,2024-07-25,162500,26,16H 25M 0S,31.41,767.3,160,35-50-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.0155473627003822,5.5905655161388e-4,72.772,62.125,2.5025935936229e-4,0.900933693704243,50-35,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T162900_21,755.952844653873,1.79783310147016,2.50138757695891e-137,0.994475929399034,2024-07-25,162900,21,16H 29M 0S,31.41,767.3,160,35-90-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.0125660545634775,4.5185381386111e-4,73.335,62.606,2.0071645790303e-4,0.72257924845093,90-35,2024-07-25,NA
25-July-2024 (Day 10)/TG10-01136-2024-07-25T163900_32,764.296305914763,1.59223914855198,5.03636398450272e-67,0.921431749741953,2024-07-25,163900,32,16H 39M 0S,31.41,767.3,160,35-20-35,NA,NA,35-35,NA,NA,NA,NA,NA,NA,0.0111290441823814,4.0018138016473e-4,72.029,61.491,1.8098655384334e-4,0.651551593836056,20-35,2024-07-25,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T090100_01,575.885159531229,0.327880300772252,2.9876739000170096e-145,0.996108608009188,2024-07-26,090100,1,9H 1M 0S,31.17,766.5,160,25-90-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.00229115369328498,8.23859652385827e-5,74.469,63.574,3.60391621305091e-5,0.129740983669833,90-25,2024-07-26,NA
26-July-2024 (Day 11)/TG10-01136-2024-07-26T090600_02,622.873292074245,0.420866766020864,1.6572559106719297e-150,0.996824790587059,2024-07-26,090600,2,9H 6M 0S,31.17,766.5,160,25-90-25,NA,NA,25-25,NA,NA,NA,NA,NA,NA,0.00294092216909182,1.0575052747543e-4,73.443,62.698,4.69061560032508e-5,0.168862161611703,90-25,2024-07-26,NA
