indicator,País__ESTANDAR,Años__ESTANDAR,value,unit,notes_ids,source_id
Tasa de migración,Costa Rica,2004,1.16,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2005,1.07,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2006,1.00,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2007,0.93,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2008,0.85,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2009,0.76,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2010,0.52,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2011,0.37,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2012,0.34,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2013,0.34,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2014,0.33,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2015,0.34,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2016,0.34,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2017,0.34,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2018,0.34,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2019,0.33,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2020,0.20,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2021,0.20,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2022,0.20,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2023,0.20,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2024,0.19,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2025,0.19,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2026,0.19,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2027,0.20,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2028,0.19,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2029,0.19,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2030,0.20,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2031,0.20,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2032,0.20,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2033,0.20,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2034,0.20,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2035,0.20,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2036,0.20,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2037,0.19,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2038,0.21,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2039,0.20,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2040,0.20,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2041,0.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2042,0.20,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2043,0.20,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2044,0.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2045,0.21,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2046,0.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2047,0.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2048,0.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2049,0.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2050,0.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2051,0.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2052,0.21,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2053,0.21,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2054,0.21,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2055,0.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2056,0.21,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2057,0.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2058,0.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2059,0.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2060,0.20,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2061,0.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2062,0.23,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2063,0.20,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2064,0.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2065,0.21,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2066,0.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2067,0.24,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2068,0.23,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2069,0.20,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2070,0.21,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2071,0.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2072,0.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2073,0.21,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2074,0.21,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2075,0.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2076,0.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2077,0.21,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2078,0.21,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2079,0.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2080,0.23,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2081,0.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2082,0.23,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2083,0.23,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2084,0.23,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2085,0.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2086,0.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2087,0.23,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2088,0.23,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2089,0.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2090,0.21,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2091,0.20,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2092,0.20,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2093,0.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2094,0.21,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2095,0.20,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2096,0.23,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2097,0.23,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2098,0.23,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2099,0.23,Tasa por 1.000 habitantes,,6547
Tasa de migración,Costa Rica,2100,0.19,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1950,0.12,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1951,0.03,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1952,-0.05,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1953,-0.15,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1954,-0.23,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1955,-0.29,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1956,-0.34,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1957,-0.36,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1958,-0.38,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1959,-0.38,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1960,-0.38,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1961,-0.28,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1962,-0.27,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1963,-0.25,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1964,-0.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1965,-0.18,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1966,-0.13,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1967,-0.11,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1968,-0.10,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1969,-0.09,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1970,-0.18,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1971,-0.17,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1972,-0.16,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1973,-0.16,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1974,-0.16,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1975,-0.17,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1976,-0.17,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1977,-0.18,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1978,-0.20,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1979,-0.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1980,-0.06,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1981,-0.19,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1982,-0.15,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1983,0.06,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1984,0.03,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1985,-0.05,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1986,-0.35,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1987,-0.50,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1988,-1.10,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1989,-1.59,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1990,-2.02,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1991,-3.00,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1992,-2.74,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1993,-3.75,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1994,-3.90,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1995,-3.90,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1996,-3.90,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1997,-3.93,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1998,-3.47,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,1999,-3.51,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2000,-3.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2001,-2.73,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2002,-2.14,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2003,-1.69,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2004,-1.54,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2005,-1.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2006,-0.90,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2007,-0.67,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2008,-0.60,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2009,-0.57,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2010,-0.55,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2011,-0.53,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2012,-0.51,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2013,-0.39,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2014,0.14,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2015,0.90,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2016,2.15,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2017,3.20,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2018,5.60,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2019,3.17,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2020,-0.59,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2021,-1.61,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2022,-1.29,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2023,-1.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2024,-1.09,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2025,-0.94,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2026,-0.75,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2027,-0.52,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2028,-0.36,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2029,-0.24,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2030,-0.18,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2031,-0.18,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2032,-0.18,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2033,-0.16,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2034,-0.16,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2035,-0.15,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2036,-0.14,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2037,-0.13,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2038,-0.13,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2039,-0.13,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2040,-0.12,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2041,-0.12,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2042,-0.11,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2043,-0.11,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2044,-0.11,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2045,-0.10,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2046,-0.10,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2047,-0.11,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2048,-0.10,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2049,-0.10,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2050,-0.10,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2051,-0.10,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2052,-0.10,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2053,-0.10,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2054,-0.10,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2055,-0.10,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2056,-0.10,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2057,-0.10,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2058,-0.10,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2059,-0.10,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2060,-0.10,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2061,-0.10,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2062,-0.10,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2063,-0.10,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2064,-0.10,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2065,-0.10,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2066,-0.09,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2067,-0.09,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2068,-0.10,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2069,-0.09,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2070,-0.10,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2071,-0.09,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2072,-0.09,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2073,-0.09,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2074,-0.10,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2075,-0.09,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2076,-0.09,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2077,-0.10,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2078,-0.09,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2079,-0.10,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2080,-0.09,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2081,-0.09,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2082,-0.09,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2083,-0.09,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2084,-0.08,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2085,-0.09,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2086,-0.09,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2087,-0.09,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2088,-0.09,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2089,-0.09,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2090,-0.09,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2091,-0.09,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2092,-0.09,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2093,-0.09,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2094,-0.08,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2095,-0.09,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2096,-0.09,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2097,-0.09,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2098,-0.09,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2099,-0.10,Tasa por 1.000 habitantes,,6547
Tasa de migración,Ecuador,2100,-0.09,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1950,-2.07,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1951,-2.53,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1952,-3.02,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1953,-3.58,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1954,-3.36,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1955,-3.26,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1956,-3.16,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1957,-3.17,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1958,-3.85,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1959,-2.84,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1960,-1.75,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1961,-1.45,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1962,-3.50,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1963,-3.23,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1964,-2.55,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1965,-1.74,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1966,-1.20,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1967,-0.94,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1968,-0.84,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1969,-1.22,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1970,-3.10,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1971,-4.36,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1972,-4.50,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1973,-4.91,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1974,-5.67,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1975,-6.36,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1976,-7.44,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1977,-6.68,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1978,-7.16,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1979,-9.89,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1980,-15.71,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1981,-21.30,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1982,-8.04,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1983,-7.58,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1984,-6.20,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1985,-5.95,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1986,-6.45,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1987,-6.34,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1988,-5.93,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1989,-7.21,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1990,-7.35,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1991,-9.21,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1992,-8.63,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1993,-14.26,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1994,-15.28,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1995,-16.12,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1996,-16.53,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1997,-16.57,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1998,-16.88,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,1999,-16.48,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2000,-15.96,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2001,-15.48,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2002,-15.19,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2003,-14.86,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2004,-14.57,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2005,-14.40,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2006,-14.29,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2007,-9.46,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2008,-9.30,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2009,-9.25,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2010,-9.01,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2011,-8.77,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2012,-8.27,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2013,-8.00,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2014,-7.97,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2015,-8.29,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2016,-7.66,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2017,-8.14,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2018,-8.71,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2019,-8.86,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2020,-4.04,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2021,-4.37,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2022,-3.70,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2023,-3.68,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2024,-3.64,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2025,-3.76,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2026,-3.68,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2027,-3.50,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2028,-3.48,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2029,-3.39,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2030,-3.55,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2031,-3.41,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2032,-3.32,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2033,-3.08,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2034,-3.21,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2035,-3.02,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2036,-2.94,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2037,-2.92,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2038,-2.64,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2039,-2.81,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2040,-2.65,Tasa por 1.000 habitantes,,6547
Tasa de migración,El Salvador,2041,-2.63,Tasa por 1.000 habitantes,,6547
